, Media,Compound,Date,Negative,Neutral,Positive,Tweets_Ago
378,CBSNews,0.0,Thu Jan 03 05:17:56 +0000 2019,0.0,1.0,0.0,81
379,CBSNews,-0.3818,Thu Jan 03 05:17:56 +0000 2019,0.191,0.809,0.0,82
380,CBSNews,0.0,Thu Jan 03 05:17:55 +0000 2019,0.0,1.0,0.0,83
381,CBSNews,0.4104,Thu Jan 03 05:17:53 +0000 2019,0.093,0.759,0.148,84
382,CBSNews,0.5423,Thu Jan 03 05:17:50 +0000 2019,0.0,0.824,0.176,85
383,CBSNews,-0.3818,Thu Jan 03 05:17:47 +0000 2019,0.191,0.809,0.0,86
384,CBSNews,0.4019,Thu Jan 03 05:17:45 +0000 2019,0.0,0.863,0.137,87
385,CBSNews,0.3612,Thu Jan 03 05:17:44 +0000 2019,0.0,0.889,0.111,88
386,CBSNews,0.0,Thu Jan 03 05:17:43 +0000 2019,0.0,1.0,0.0,89
387,CBSNews,-0.6166,Thu Jan 03 05:17:41 +0000 2019,0.201,0.799,0.0,90
388,CBSNews,-0.3818,Thu Jan 03 05:17:40 +0000 2019,0.191,0.809,0.0,91
389,CBSNews,0.0,Thu Jan 03 05:17:40 +0000 2019,0.0,1.0,0.0,92
390,CBSNews,0.4104,Thu Jan 03 05:17:38 +0000 2019,0.093,0.759,0.148,93
391,CBSNews,0.7488,Thu Jan 03 05:17:35 +0000 2019,0.0,0.727,0.273,94
392,CBSNews,-0.6166,Thu Jan 03 05:17:33 +0000 2019,0.201,0.799,0.0,95
393,CBSNews,-0.4767,Thu Jan 03 05:17:27 +0000 2019,0.508,0.492,0.0,96
394,CBSNews,0.4104,Thu Jan 03 05:17:20 +0000 2019,0.093,0.759,0.148,97
395,CBSNews,0.8481,Thu Jan 03 05:17:19 +0000 2019,0.0,0.651,0.349,98
396,CBSNews,0.0,Thu Jan 03 05:17:18 +0000 2019,0.0,1.0,0.0,99
397,CBSNews,0.0,Thu Jan 03 05:17:15 +0000 2019,0.0,1.0,0.0,100
398,nytimes,0.8175,Thu Jan 03 05:21:06 +0000 2019,0.0,0.737,0.263,1
399,nytimes,0.4601,Thu Jan 03 05:21:06 +0000 2019,0.186,0.549,0.265,2
400,nytimes,0.0,Thu Jan 03 05:21:05 +0000 2019,0.0,1.0,0.0,3
401,nytimes,0.0,Thu Jan 03 05:21:04 +0000 2019,0.0,1.0,0.0,4
402,nytimes,-0.25,Thu Jan 03 05:21:04 +0000 2019,0.255,0.588,0.157,5
403,nytimes,0.0,Thu Jan 03 05:21:04 +0000 2019,0.0,1.0,0.0,6
404,nytimes,0.0,Thu Jan 03 05:21:03 +0000 2019,0.0,1.0,0.0,7
405,nytimes,0.2023,Thu Jan 03 05:21:03 +0000 2019,0.0,0.878,0.122,8
406,nytimes,-0.4588,Thu Jan 03 05:21:02 +0000 2019,0.143,0.857,0.0,9
407,nytimes,0.0,Thu Jan 03 05:21:02 +0000 2019,0.0,1.0,0.0,10
408,nytimes,0.4404,Thu Jan 03 05:21:01 +0000 2019,0.0,0.873,0.127,11
409,nytimes,0.0,Thu Jan 03 05:21:00 +0000 2019,0.0,1.0,0.0,12
410,nytimes,0.0,Thu Jan 03 05:21:00 +0000 2019,0.0,1.0,0.0,13
411,nytimes,0.2263,Thu Jan 03 05:20:59 +0000 2019,0.195,0.613,0.192,14
412,nytimes,-0.5574,Thu Jan 03 05:20:59 +0000 2019,0.202,0.744,0.054,15
413,nytimes,0.0,Thu Jan 03 05:20:57 +0000 2019,0.0,1.0,0.0,16
414,nytimes,0.4019,Thu Jan 03 05:20:57 +0000 2019,0.0,0.748,0.252,17
415,nytimes,0.4404,Thu Jan 03 05:20:57 +0000 2019,0.0,0.828,0.172,18
416,nytimes,-0.25,Thu Jan 03 05:20:57 +0000 2019,0.255,0.588,0.157,19
417,nytimes,-0.2023,Thu Jan 03 05:20:56 +0000 2019,0.102,0.789,0.109,20
418,nytimes,-0.3291,Thu Jan 03 05:20:55 +0000 2019,0.105,0.895,0.0,21
419,nytimes,0.0,Thu Jan 03 05:20:55 +0000 2019,0.0,1.0,0.0,22
420,nytimes,0.3182,Thu Jan 03 05:20:54 +0000 2019,0.059,0.83,0.111,23
421,nytimes,0.0,Thu Jan 03 05:20:54 +0000 2019,0.0,1.0,0.0,24
422,nytimes,0.4019,Thu Jan 03 05:20:53 +0000 2019,0.0,0.803,0.197,25
423,nytimes,-0.34,Thu Jan 03 05:20:53 +0000 2019,0.156,0.844,0.0,26
424,nytimes,0.6072,Thu Jan 03 05:20:49 +0000 2019,0.0,0.774,0.226,27
425,nytimes,-0.5378,Thu Jan 03 05:20:48 +0000 2019,0.142,0.858,0.0,28
426,nytimes,-0.3291,Thu Jan 03 05:20:47 +0000 2019,0.105,0.895,0.0,29
427,nytimes,0.0,Thu Jan 03 05:20:46 +0000 2019,0.0,1.0,0.0,30
428,nytimes,0.0,Thu Jan 03 05:20:45 +0000 2019,0.0,1.0,0.0,31
429,nytimes,-0.5994,Thu Jan 03 05:20:45 +0000 2019,0.246,0.754,0.0,32
430,nytimes,0.2732,Thu Jan 03 05:20:44 +0000 2019,0.0,0.896,0.104,33
431,nytimes,-0.4215,Thu Jan 03 05:20:43 +0000 2019,0.104,0.896,0.0,34
432,nytimes,0.4019,Thu Jan 03 05:20:43 +0000 2019,0.0,0.803,0.197,35
433,nytimes,0.0,Thu Jan 03 05:20:42 +0000 2019,0.0,1.0,0.0,36
434,nytimes,0.0,Thu Jan 03 05:20:41 +0000 2019,0.0,1.0,0.0,37
435,nytimes,-0.4215,Thu Jan 03 05:20:40 +0000 2019,0.118,0.882,0.0,38
436,nytimes,0.4939,Thu Jan 03 05:20:39 +0000 2019,0.0,0.775,0.225,39
437,nytimes,0.5859,Thu Jan 03 05:20:39 +0000 2019,0.0,0.593,0.407,40
438,nytimes,-0.516,Thu Jan 03 05:20:38 +0000 2019,0.143,0.857,0.0,41
439,nytimes,-0.3818,Thu Jan 03 05:20:37 +0000 2019,0.106,0.894,0.0,42
440,nytimes,-0.296,Thu Jan 03 05:20:36 +0000 2019,0.095,0.905,0.0,43
441,nytimes,0.2023,Thu Jan 03 05:20:36 +0000 2019,0.0,0.913,0.087,44
442,nytimes,-0.3291,Thu Jan 03 05:20:36 +0000 2019,0.105,0.895,0.0,45
443,nytimes,0.7351,Thu Jan 03 05:20:33 +0000 2019,0.0,0.735,0.265,46
444,nytimes,0.1779,Thu Jan 03 05:20:33 +0000 2019,0.06,0.851,0.089,47
445,nytimes,0.0772,Thu Jan 03 05:20:31 +0000 2019,0.079,0.83,0.092,48
446,nytimes,0.7351,Thu Jan 03 05:20:31 +0000 2019,0.0,0.735,0.265,49
447,nytimes,-0.5853,Thu Jan 03 05:20:30 +0000 2019,0.244,0.756,0.0,50
448,nytimes,0.0,Thu Jan 03 05:20:30 +0000 2019,0.0,1.0,0.0,51
449,nytimes,-0.5904,Thu Jan 03 05:20:29 +0000 2019,0.39,0.61,0.0,52
450,nytimes,0.7717,Thu Jan 03 05:20:27 +0000 2019,0.0,0.739,0.261,53
451,nytimes,-0.765,Thu Jan 03 05:20:27 +0000 2019,0.306,0.694,0.0,54
452,nytimes,0.0,Thu Jan 03 05:20:27 +0000 2019,0.0,1.0,0.0,55
453,nytimes,0.0,Thu Jan 03 05:20:26 +0000 2019,0.0,1.0,0.0,56
454,nytimes,-0.3291,Thu Jan 03 05:20:26 +0000 2019,0.105,0.895,0.0,57
455,nytimes,0.7351,Thu Jan 03 05:20:26 +0000 2019,0.0,0.735,0.265,58
456,nytimes,0.0,Thu Jan 03 05:20:26 +0000 2019,0.0,1.0,0.0,59
457,nytimes,0.0,Thu Jan 03 05:20:26 +0000 2019,0.0,1.0,0.0,60
458,nytimes,-0.3291,Thu Jan 03 05:20:25 +0000 2019,0.105,0.895,0.0,61
459,nytimes,0.2263,Thu Jan 03 05:20:25 +0000 2019,0.195,0.613,0.192,62
460,nytimes,0.2263,Thu Jan 03 05:20:25 +0000 2019,0.195,0.613,0.192,63
461,nytimes,0.4215,Thu Jan 03 05:20:22 +0000 2019,0.0,0.823,0.177,64
462,nytimes,0.0,Thu Jan 03 05:20:22 +0000 2019,0.0,1.0,0.0,65
463,nytimes,0.0,Thu Jan 03 05:20:21 +0000 2019,0.0,1.0,0.0,66
464,nytimes,-0.2023,Thu Jan 03 05:20:20 +0000 2019,0.102,0.789,0.109,67
465,nytimes,0.4019,Thu Jan 03 05:20:20 +0000 2019,0.0,0.597,0.403,68
466,nytimes,0.0,Thu Jan 03 05:20:20 +0000 2019,0.163,0.709,0.128,69
467,nytimes,0.0,Thu Jan 03 05:20:20 +0000 2019,0.0,1.0,0.0,70
468,nytimes,0.0,Thu Jan 03 05:20:19 +0000 2019,0.0,1.0,0.0,71
469,nytimes,0.0,Thu Jan 03 05:20:19 +0000 2019,0.0,1.0,0.0,72
470,nytimes,0.4767,Thu Jan 03 05:20:18 +0000 2019,0.092,0.707,0.201,73
471,nytimes,0.2263,Thu Jan 03 05:20:16 +0000 2019,0.195,0.613,0.192,74
472,nytimes,0.0,Thu Jan 03 05:20:16 +0000 2019,0.0,1.0,0.0,75
473,nytimes,0.0,Thu Jan 03 05:20:15 +0000 2019,0.0,1.0,0.0,76
474,nytimes,-0.3182,Thu Jan 03 05:20:15 +0000 2019,0.113,0.887,0.0,77
475,nytimes,-0.5859,Thu Jan 03 05:20:13 +0000 2019,0.255,0.745,0.0,78
476,nytimes,0.0,Thu Jan 03 05:20:12 +0000 2019,0.0,1.0,0.0,79
477,nytimes,0.0,Thu Jan 03 05:20:12 +0000 2019,0.0,1.0,0.0,80
478,nytimes,0.0,Thu Jan 03 05:20:12 +0000 2019,0.0,1.0,0.0,81
479,nytimes,0.0,Thu Jan 03 05:20:12 +0000 2019,0.0,1.0,0.0,82
480,nytimes,-0.2315,Thu Jan 03 05:20:11 +0000 2019,0.122,0.799,0.079,83
481,nytimes,0.0,Thu Jan 03 05:20:11 +0000 2019,0.0,1.0,0.0,84
482,nytimes,-0.2023,Thu Jan 03 05:20:10 +0000 2019,0.102,0.789,0.109,85
483,nytimes,-0.2023,Thu Jan 03 05:20:10 +0000 2019,0.107,0.893,0.0,86
484,nytimes,0.0,Thu Jan 03 05:20:08 +0000 2019,0.0,1.0,0.0,87
485,nytimes,0.7501,Thu Jan 03 05:20:08 +0000 2019,0.0,0.767,0.233,88
486,nytimes,0.0,Thu Jan 03 05:20:08 +0000 2019,0.0,1.0,0.0,89
487,nytimes,-0.2584,Thu Jan 03 05:20:08 +0000 2019,0.184,0.816,0.0,90
488,nytimes,0.2263,Thu Jan 03 05:20:07 +0000 2019,0.195,0.613,0.192,91
489,nytimes,-0.4215,Thu Jan 03 05:20:07 +0000 2019,0.104,0.896,0.0,92
490,nytimes,0.5267,Thu Jan 03 05:20:07 +0000 2019,0.075,0.714,0.21,93
491,nytimes,0.0,Thu Jan 03 05:20:06 +0000 2019,0.0,1.0,0.0,94
492,nytimes,-0.3182,Thu Jan 03 05:20:06 +0000 2019,0.183,0.644,0.173,95
493,nytimes,-0.836,Thu Jan 03 05:20:05 +0000 2019,0.298,0.702,0.0,96
494,nytimes,0.6369,Thu Jan 03 05:20:05 +0000 2019,0.0,0.724,0.276,97
495,nytimes,-0.6597,Thu Jan 03 05:20:03 +0000 2019,0.252,0.657,0.091,98
496,nytimes,-0.3291,Thu Jan 03 05:20:03 +0000 2019,0.105,0.895,0.0,99
497,nytimes,0.5574,Thu Jan 03 05:20:01 +0000 2019,0.0,0.816,0.184,100
